108.896111,34.238770
108.944275,34.264988
0,0
109.006958,34.235970
0,0
112.522011,32.985310
108.876465,34.181007
119.030655,33.639637
108.885681,34.241112
108.872124,34.230705
0,0
108.994118,34.393009
108.872375,34.172485
108.927032,34.316795
108.896111,34.238770
121.132240,30.931950
112.663376,35.167297
108.991608,34.185661
0,0
108.873550,34.207222
108.943398,34.330177
0,0
109.000916,34.314167
108.873817,34.239140
108.873550,34.207222
108.949371,34.331814
109.069328,34.274796
116.371376,27.967085
108.905846,34.236786
108.873550,34.207222
108.872124,34.230705
108.886063,34.245621
120.568047,27.498360
108.879959,34.238842
108.967644,34.161377
0,0
0,0
108.967903,34.381294
0,0
127.346001,43.714817
0,0
108.892906,34.216522
112.864159,28.204407
108.905983,34.144165
108.873550,34.207222
111.245895,23.416893
121.648003,38.894180
109.069252,34.259232
108.997360,34.248348
109.045258,34.278091
102.542572,33.351566
108.892906,34.216522
0,0
109.074089,34.266315
108.930191,34.361191
108.943398,34.330177
126.673492,45.728802
108.905846,34.236786
94.707497,40.280880
109.045258,34.278091
108.905846,34.236786
108.999207,34.188644
108.999207,34.188644
108.977631,34.220768
108.997360,34.248348
109.022118,34.299503
108.905983,34.144165
102.542572,33.351566
109.019150,34.205906
0,0
109.035316,34.251656
118.247681,24.606619
113.904091,30.926874
108.875137,34.167381
114.889542,40.809669
109.014465,34.301079
113.114845,23.009291
108.969765,34.164444
109.019150,34.205906
109.019150,34.205906
109.019150,34.205906
108.916992,34.225956
109.019150,34.205906
109.019150,34.205906
109.019150,34.205906
108.991608,34.185661
108.991608,34.185661
0,0
108.999207,34.188644
108.892906,34.216522
108.870148,34.158783
108.905983,34.144165
108.918640,34.163979
108.877785,34.218925
109.002876,34.233509
109.014465,34.301079
120.568047,27.498360
108.925041,34.327679
0,0
108.893471,34.244865
119.235176,36.685036
108.851952,34.159382
108.949371,34.331814
108.905846,34.236786
108.886086,34.210178
108.932846,34.331810
109.000916,34.314167
108.874100,34.222687
121.648003,38.894180
109.013596,34.198387
0,0
108.879959,34.238842
108.908295,34.235058
0,0
108.872444,34.243748
117.941626,40.981038
108.999207,34.188644
108.943825,34.347633
119.030655,33.639637
0,0
0,0
108.892967,34.215263
108.896111,34.238770
108.879784,34.242943
113.779762,23.038771
108.878184,34.167854
121.632271,29.927122
108.987839,34.399662
108.974106,34.387581
108.885681,34.241112
108.887352,34.223412
108.898338,34.088284
108.876465,34.181007
0,0
108.865334,34.174820
108.999207,34.188644
0,0
0,0
108.983780,34.392754
111.753113,40.815842
108.885109,34.211681
108.999207,34.188644
108.890808,34.245991
0,0
119.327120,26.082593
113.114845,23.009291
108.878075,34.192970
108.879784,34.163445
108.894844,34.200039
0,0
112.138451,32.089077
0,0
0,0
108.912987,34.170097
108.894218,34.217644
108.942066,34.270685
109.045258,34.278091
108.925041,34.327679
111.753113,40.815842
102.542572,33.351566
0,0
0,0
108.999496,34.316147
0,0
109.062149,34.268612
0,0
109.028000,34.297131
108.890938,34.205853
107.967400,30.957319
108.878624,34.202919
108.895881,34.168031
108.890808,34.245991
116.366669,27.986341
108.896111,34.238770
108.905846,34.236786
108.985313,34.264507
108.890808,34.245991
115.522897,35.296485
108.860786,34.160664
118.706039,37.455227
108.997360,34.248348
108.974098,34.168640
108.892906,34.216522
108.873558,34.234245
108.893471,34.244865
108.878624,34.202919
124.435326,46.838020
108.938202,34.266033
0,0
108.974106,34.387581
109.032143,34.314999
113.114845,23.009291
108.911087,34.237610
109.006958,34.235970
108.999207,34.188644
108.999207,34.188644
123.048660,41.110184
108.905846,34.236786
0,0
0,0
109.005310,34.321449
108.893471,34.244865
109.010628,34.237610
108.880943,34.234703
108.967781,34.247948
108.926895,34.273674
124.435326,46.838020
113.040222,25.774872
108.987839,34.399662
108.952110,34.340424
115.384659,37.347599
108.872444,34.243748
0,0
108.876465,34.181007
108.929359,34.266148
108.917252,34.157486
108.926834,34.254368
109.015877,34.307182
108.955460,34.375492
109.058319,34.278027
108.868629,34.200443
108.967987,34.265060
109.000916,34.314167
108.876686,34.205864
108.877563,34.228081
108.945938,34.329082
108.905846,34.236786
111.245895,23.416893
115.500549,38.770157
116.366669,27.986341
108.890343,34.221558
108.895881,34.168031
109.034149,34.314342
115.994995,36.454445
108.851952,34.159382
108.939209,34.162743
108.967934,34.372528
109.068893,34.256535
108.872742,34.156853
0,0
108.838432,34.219559
0,0
108.905846,34.236786
108.874100,34.222687
108.896111,34.238770
113.604219,24.830562
108.905846,34.236786
113.058250,23.659975
115.500549,38.770157
108.969666,34.352627
116.366669,27.986341
0,0
107.179153,24.791052
108.989609,34.200584
0,0
120.241592,35.968380
0,0
108.966270,34.271042
113.604219,24.830562
108.984871,34.219307
108.951637,34.334019
108.905846,34.236786
113.912893,35.284054
108.873817,34.239140
108.865768,34.196724
0,0
128.480087,49.581890
0,0
117.120140,36.650963
0,0
108.987839,34.399662
0,0
102.542572,33.351566
108.893471,34.244865
123.561897,41.773987
102.542572,33.351566
0,0
109.017731,34.337246
108.999207,34.188644
108.969978,34.226341
0,0
119.030655,33.639637
108.873817,34.239140
108.989166,34.267460
108.999207,34.188644
108.978920,34.223896
108.943200,34.146011
102.542572,33.351566
108.871216,34.222546
113.205781,22.614665
109.034149,34.314342
108.892967,34.215263
108.912888,34.222824
108.886086,34.210178
114.889542,40.809669
109.026939,34.253296
115.500549,38.770157
116.366669,27.986341
108.904305,34.227409
116.366669,27.986341
0,0
0,0
123.478607,41.749752
108.873817,34.239140
0,0
108.878184,34.167854
0,0
108.931806,34.155038
108.964516,34.185993
108.955086,34.352722
108.936234,34.326164
108.886063,34.245621
109.015877,34.307182
0,0
108.905846,34.236786
108.983780,34.392754
109.025986,34.296627
124.435326,46.838020
108.949371,34.331814
108.905846,34.236786
108.956879,34.339325
0,0
108.872482,34.195572
0,0
108.898064,34.219105
109.045258,34.278091
108.943200,34.146011
108.948804,34.235239
108.948804,34.235239
109.033379,34.254250
108.874100,34.222687
108.886063,34.245621
0,0
123.420082,41.778034
108.872742,34.156853
108.894485,34.235184
109.002876,34.233509
109.041367,34.321690
109.035049,34.299171
112.404793,22.991243
126.673492,45.728802
108.902443,34.229431
108.941383,34.328346
108.943825,34.347633
0,0
109.025986,34.296627
0,0
108.880943,34.234703
108.892967,34.215263
0,0
109.041367,34.321690
108.947029,34.191730
108.947029,34.191730
108.999496,34.316147
108.948090,34.183304
0,0
0,0
113.205781,22.614665
